Anonymized Log Entry
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/admin <ANONYMIZED>"" 304 4969 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36 EdgA/45.<ANONYMIZED>"" 3388"
"<ANONYMIZED>27/Dec/2037:12:00:00 +0530] ""DELETE /usr HTTP/1.0"" 403 5028 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/<ANONYMIZED>"" 196"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/admin <ANONYMIZED>"" 404 4938 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/<ANONYMIZED>"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/register HTTP/1.0"" 303 4976 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36"" 2373"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/admin/developer <ANONYMIZED>"" 403 4955 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"" 2469"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr HTTP/1.0"" 403 4985 ""-"" ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" <ANONYMIZED>"
"<ANONYMIZED> [27/Dec/2037:12:00:00 +0530] ""PUT /usr/register HTTP/1.0"" 303 4967 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" 4966"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/admin/developer <ANONYMIZED>"" 502 4992 ""-"" ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 1485"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/login HTTP/1.0"" 200 4975 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36 EdgA/45.<ANONYMIZED>"" 4356"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr HTTP/1.0"" 502 4992 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>; <ANONYMIZED>) Gecko/<ANONYMIZED> Firefox/84.0"" 53"
"<ANONYMIZED>27/Dec/2037:12:00:00 +0530] ""PUT /usr/admin/developer <ANONYMIZED>"" 303 4917 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36"" 3010"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/admin <ANONYMIZED>"" 200 5004 ""-"" ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/register HTTP/1.0"" 500 5001 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" 186"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr HTTP/1.0"" 500 4901 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" 2781"
"<ANONYMIZED> [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/admin <ANONYMIZED>"" 502 <ANONYMIZED> ""<ANONYMIZED> ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"" 298"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr HTTP/1.0"" 500 4973 ""<ANONYMIZED> ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"" 2324"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/login HTTP/1.0"" 303 4947 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 2700"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/register HTTP/1.0"" 200 4961 ""<ANONYMIZED> ""Mozilla/5.0 (Android 10; <ANONYMIZED>; rv:84.0) Gecko/84.0 Firefox/84.0"" 439"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/login HTTP/1.0"" 502 5016 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"" 3196"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/register HTTP/1.0"" 500 5041 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" 9"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/admin/developer <ANONYMIZED>"" 304 4952 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like <ANONYMIZED> (KHTML, like Gecko) <ANONYMIZED> Safari/604.1"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/login HTTP/1.0"" 403 4979 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"" 1375"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/register HTTP/1.0"" 303 4962 ""<ANONYMIZED> ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like <ANONYMIZED> (KHTML, like Gecko) <ANONYMIZED> Safari/604.1"" 3595"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr HTTP/1.0"" 502 5016 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/<ANONYMIZED>"" 844"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/admin <ANONYMIZED>"" 500 5020 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/admin/developer <ANONYMIZED>"" 303 4960 ""-"" ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36 EdgA/45.<ANONYMIZED>"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/login HTTP/1.0"" 303 5072 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/admin <ANONYMIZED>"" 200 5021 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"" 1414"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr HTTP/1.0"" 404 5001 ""-"" ""Mozilla/5.0 (Android 10; <ANONYMIZED>; rv:84.0) Gecko/84.0 Firefox/84.0"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/admin/developer <ANONYMIZED>"" 200 4963 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"" 261"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr HTTP/1.0"" 404 4951 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 543"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/register HTTP/1.0"" 303 5029 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" 4953"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr HTTP/1.0"" 200 5046 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"" 2076"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/register HTTP/1.0"" 403 5081 ""-"" ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36 EdgA/45.<ANONYMIZED>"" 4992"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/admin/developer <ANONYMIZED>"" 403 4991 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/admin <ANONYMIZED>"" 502 <ANONYMIZED> ""-"" ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 3451"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/register HTTP/1.0"" 200 5022 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36 EdgA/45.<ANONYMIZED>"" 949"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/register HTTP/1.0"" 304 4926 ""<ANONYMIZED> ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like <ANONYMIZED> (KHTML, like Gecko) <ANONYMIZED> Safari/604.1"" 2685"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/admin/developer <ANONYMIZED>"" 303 5017 ""-"" ""Mozilla/5.0 (Android 10; <ANONYMIZED>; rv:84.0) Gecko/84.0 Firefox/84.0"" 180"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/login HTTP/1.0"" 303 5019 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Mobile Safari/537.36"" 2847"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/admin/developer <ANONYMIZED>"" 502 5039 ""<ANONYMIZED> ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like <ANONYMIZED> (KHTML, like Gecko) <ANONYMIZED> Safari/604.1"" 2670"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/admin <ANONYMIZED>"" 304 4969 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/<ANONYMIZED>"" 3150"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr HTTP/1.0"" 304 4936 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 4786"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/admin/developer <ANONYMIZED>"" 500 5013 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/<ANONYMIZED>"" 424"
"<ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr HTTP/1.0"" 403 5064 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 2219"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/login HTTP/1.0"" 403 4960 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>; <ANONYMIZED>) Gecko/<ANONYMIZED> Firefox/84.0"" 3724"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/admin/developer <ANONYMIZED>"" 304 4957 ""<ANONYMIZED> ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like <ANONYMIZED> (KHTML, like Gecko) <ANONYMIZED> Safari/604.1"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/admin <ANONYMIZED>"" 303 4935 ""-"" ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 4983"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/register HTTP/1.0"" 500 5010 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/<ANONYMIZED>"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/register HTTP/1.0"" 303 5051 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr HTTP/1.0"" 304 4913 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" 2616"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/admin HTTP/1.0"" 404 5042 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 2540"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr HTTP/1.0"" 404 5005 ""<ANONYMIZED> ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like <ANONYMIZED> (KHTML, like Gecko) <ANONYMIZED> Safari/604.1"" 3437"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/login HTTP/1.0"" 403 4923 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"" 3116"
"<ANONYMIZED> [27/Dec/2037:12:00:00 +0530] ""GET /usr/admin/developer <ANONYMIZED>"" 502 5079 ""<ANONYMIZED> ""Mozilla/5.0 (Linux; Android 10; ONEPLUS <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> <ANONYMIZED> Safari/537.36 OPR/61.2.3076.56749"" 2988"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/login HTTP/1.0"" 303 4914 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/admin <ANONYMIZED>"" 404 5081 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/<ANONYMIZED> Safari/537.36"" <ANONYMIZED>"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""POST /usr/register HTTP/1.0"" 303 5014 ""<ANONYMIZED> ""Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like <ANONYMIZED> (KHTML, like Gecko) <ANONYMIZED> Safari/604.1"" 3029"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""DELETE /usr/admin <ANONYMIZED>"" 500 5066 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"" 2993"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""GET /usr/admin/developer <ANONYMIZED>"" 404 4939 ""<ANONYMIZED> ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"" 3723"
"<IP-ANONYMIZED> - - [27/Dec/2037:12:00:00 +0530] ""PUT /usr/admin <ANONYMIZED>"" 500 4987 ""-"" ""Mozilla/5.0 (Windows NT 10.0; <ANONYMIZED>; <ANONYMIZED>) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"" 326"
